id,title,description,category,github_url,github_stars,is_indexed,added_at
118,HexStrike AI - 150+ Cybersecurity Tools for AI Agents via MCP,"MCP server that lets AI agents (Claude, GPT, Copilot) autonomously run 150+ cybersecurity tools for automated pentesting, vulnerability discovery, bug bounty automation, and security research. Python, MIT license. Bridges LLMs with real-world offensive security capabilities.",agent_security,,8867,t,2026-05-21 19:36:49.249619+00
117,NSA MCP Security Design Considerations,"NSA Cybersecurity published official security design considerations for AI-driven automation using the Model Context Protocol. Warns that MCP creates implicit trust boundaries allowing agents to bypass traditional security perimeters via dynamic tool execution. Covers input validation, auth, access control, monitoring for MCP deployments.",agent_security,,,t,2026-05-21 19:36:25.158373+00
116,Multica (multica-ai),"Open-source managed agents platform. Turn coding agents into real teammates — assign tasks, track progress, compound skills. Persistent agent management.",agents-frameworks,,30587,t,2026-05-21 18:35:50.040956+00
115,Antigravity Awesome Skills (sickn33),"Installable GitHub library of 1,400+ agentic skills for Claude Code, Cursor, Codex CLI, Gemini CLI, and more. Includes installer CLI, bundles, workflows, and official/community skill collections.",agents-frameworks,,38274,t,2026-05-21 18:35:50.037462+00
114,CC-Switch (farion1231),"Cross-platform desktop All-in-One assistant for Claude Code, Codex, OpenCode, OpenClaw, Gemini CLI and Hermes Agent. Desktop UI that unifies all coding agents.",agent-infrastructure,,77267,t,2026-05-21 18:34:43.469326+00
109,claude-in-box (jiangmuran),"Portable Claude Code dev environment in a Docker container. Multi-session, hook-driven, with persistent workspace.",agent-infrastructure,,24,t,2026-05-21 18:06:22.802119+00
108,Studio (decocms),"Open-source control plane for your AI agents. Connect tools, hire agents, track every token and dollar.",agent-infrastructure,,373,t,2026-05-21 18:06:13.713801+00
107,supply-chain-guard (pc-style),"Local supply-chain install gate for npm packages and VS Code extensions with Socket, Codex integration.",agent-security,,20,t,2026-05-21 18:06:03.856781+00
106,AI-Infra-Guard — Full-Stack AI Red Teaming Platform by Tencent (3.8K Stars),"A full-stack AI Red Teaming platform securing AI ecosystems via OpenClaw Security Scan, Agent Scan, Skills Scan, MCP scan, AI Infra scan and LLM jailbreak evaluation.",agent-security,,3761,t,2026-05-21 18:05:47.967356+00
105,"IronClaw — Agent OS Focused on Privacy, Security and Extensibility (12.3K Stars)","Agent OS focused on privacy, security and extensibility. Written in Rust with WASM sandboxing and encrypted credential vault where the LLM never sees your API keys.",agent-security,,12324,t,2026-05-21 17:38:18.070118+00
104,Agent Executor (AX),"Google open source distributed agent runtime. General purpose runtime for dynamic scheduling, resumption, auto recovery, auditing, and trajectory branching from kernel snapshots in agentic workloads. Written in Go. Announced at Google I/O 2026 by @rakyll.",agent-infrastructure,,208,t,2026-05-21 17:38:05.495622+00
102,audit (evilsocket),"An 8-stage vulnerability-discovery agent built on the Claude Code Agent SDK. Reimplements Cloudflare's Project Glasswing pipeline: many narrow agents, deliberate disagreement, and reachability tracing.",agent-security,,441,t,2026-05-21 17:03:55.894675+00
101,Motus (lithos-ai),"Open-source agent-serving project. From the team behind Motus Tracing (356 likes, 27K views on Twitter). Agent observability infrastructure.",agent-infrastructure,,455,t,2026-05-21 16:35:33.10358+00
100,Hive (aden-hive),"Multi-Agent Harness for Production AI. Python framework with self-improving agents, human-in-the-loop, agent skills, supports OpenAI and Anthropic.",agents-frameworks,,10397,t,2026-05-21 16:35:33.10045+00
93,holaOS,"Agent OS that turns repeat work into running AI work-streams. Electron-based, MCP-compatible, with persistent memory and proactive AI runtime. TypeScript.",agent-infrastructure,,5649,t,2026-05-21 16:04:45.637314+00
95,TEN Framework,"Open-source framework for conversational voice AI agents. Multi-modal, real-time voice + video. Python.",agents-frameworks,,10598,t,2026-05-21 16:04:45.637314+00
94,agent-governance-toolkit,"Microsoft AI Agent Governance Toolkit. Policy enforcement, zero-trust identity, execution sandboxing, reliability engineering for autonomous agents. Covers 10/10 OWASP Agentic Top 10. Python, MIT.",agent-security,https://github.com/microsoft/agent-governance-toolkit,1793,t,2026-05-21 16:04:45.637314+00
97,boxlite,"Compute substrate for AI agents: lightweight on laptop, elastic to cloud. Rust + TypeScript, Apache 2.0. Embedded, self-hosted, serverless.",agent-infrastructure,,2078,t,2026-05-21 16:04:45.637314+00
96,nexent,"Zero-code platform for auto-generating production-grade AI agents using Harness Engineering principles. Unified tools, skills, memory, orchestration with constraints, feedback loops, control planes. Python, MIT.",agents-frameworks,,4609,t,2026-05-21 16:04:45.637314+00
99,agent-safehouse,"Sandbox your local AI agents so they can read/write only what they need. Shell-based, minimal.",agent-security,,1787,t,2026-05-21 16:04:45.637314+00
98,mcpc,"Universal CLI client for MCP by Apify. Persistent sessions, stdio/HTTP, OAuth 2.1, tasks, JSON output, proxy for AI sandboxes, x402 support.",mcp,,641,t,2026-05-21 16:04:45.637314+00
92,AiSOC,"Open-source AI-powered Security Operations Center. Alert fusion, purple-team drills, agent-assisted triage, MITRE ATT&CK investigation. MIT-licensed, self-hostable. Python + Next.js.",agent-security,,1100,t,2026-05-21 15:33:56.617356+00
91,html-anything,"Agentic HTML editor — your local AI agent writes the HTML, you ship it. 75 skills × 9 surfaces (magazine, deck, poster, XHS/tweet, prototype, data report, Hyperframes). Sandboxed preview, 1-click publish to WeChat/X/Zhihu. Zero API key required.",agent-tools,,4443,t,2026-05-21 15:33:56.614996+00
90,agent-lightning,"Microsoft open-source RL trainer for AI agents. Works with LangChain, AutoGen, CrewAI, OpenAI SDK, or plain Python. Captures prompts, tool calls, rewards as structured events. Trains improved prompts or policy weights automatically.",agents-frameworks,,17201,t,2026-05-21 15:33:56.612577+00
89,omo (oh-my-openagent),"The best agent harness. Previously oh-my-opencode. 58.8K stars. Supports Claude Code, Codex, Cursor, Gemini CLI, OpenCode. Modular skills, orchestration, agent loop — all in one harness.",agents-frameworks,,58880,t,2026-05-21 15:33:56.608799+00
88,MCP Toolbox for Databases,"Open-source MCP server by Google for databases. Supports PostgreSQL, MySQL, BigQuery, Spanner, MongoDB, Redis, Elasticsearch, ClickHouse, CockroachDB, Oracle, TiDB, Firestore, and more. Go.",mcp,,15296,t,2026-05-21 14:34:40.027317+00
87,zeroclaw,"Fast, small, fully autonomous AI personal assistant infrastructure. Rust-based. Deploy anywhere, any OS, any platform. Modular swap-anything architecture.",agent-infrastructure,,31500,t,2026-05-21 14:34:40.024707+00
86,TradingAgents,"Multi-agent LLM financial trading framework. Research Desk, Quant Team, Trading Floor, and Risk Management as separate agents orchestrated together. Python.",agents-frameworks,,78109,t,2026-05-21 14:34:40.020832+00
85,oh-my-claudecode,"Teams-first multi-agent orchestration for Claude Code. Parallel execution, agent specialization.",agents-frameworks,,34487,t,2026-05-21 14:03:24.573614+00
84,moltis,"Secure persistent personal agent server in Rust. One binary, sandboxed execution, multi-provider LLMs, voice, memory, messaging integrations. Runs on your hardware.",agents-frameworks,,2698,t,2026-05-21 14:03:24.571372+00
83,SimpleMem,"Efficient lifelong memory for LLM agents — text and multimodal. Python, MIT.",agent-infrastructure,,3328,t,2026-05-21 14:03:24.568941+00
82,EverOS,"Build, evaluate, and integrate long-term memory for self-evolving agents. Python, Apache-2.0.",agent-infrastructure,,5398,t,2026-05-21 14:03:24.56533+00
81,OctoTools,"Agentic framework with extensible tool cards for complex reasoning. Planner+executor loop, standardized tool metadata. Broad LLM support. Python, MIT.",agents-frameworks,,1462,t,2026-05-21 13:34:37.250707+00
80,OpenSquilla,"Token-efficient microkernel AI agent. Local model router sends each turn to cheapest capable model. Persistent memory, layered sandbox, web search, on-device embeddings. 20+ LLM providers. Python.",agents-frameworks,,1278,t,2026-05-21 13:34:37.248444+00
79,Photo-agents,"Autonomous self-evolving agents with vision-grounded layered memory. Perceive/reason/act loop. Agents write own skills from real success. Multi-provider LLM router, browser automation, sandboxed code exec. Python.",agents-frameworks,,1022,t,2026-05-21 13:34:37.246145+00
78,Zerolang,"Agent-first programming language by Vercel Labs. Small regular syntax agents learn on the fly. Structured diagnostics, deterministic tooling, deep stdlib. Written in C, Apache-2.0.",agent-infrastructure,,4120,t,2026-05-21 13:34:37.242863+00
77,Dulus,"Free CLI agent that harvests Gemini (guest, no login), Claude.ai, Kimi, Qwen, DeepSeek browser sessions and turns them into tool-calling agents. Reads and edits files, runs Bash, greps repos, browses the web, ships commits. All from terminal at $0.",agents-frameworks,,625,t,2026-05-21 13:05:20.195655+00
76,mcp2cli,"Turn any MCP, OpenAPI, or GraphQL server into a CLI — at runtime, with zero codegen. Every MCP server loads ALL tool definitions on EVERY turn. mcp2cli converts them to simple commands the agent calls only when needed. Saves thousands of tokens per turn.",agent-infrastructure,,2147,t,2026-05-21 13:05:20.193071+00
75,ARGO,"Open-source local AI agent platform. Manus-style autonomous task execution running 100% on your laptop. No cloud, no subscription. Multi-agent task engine with planning, reflection, tool chaining. Ollama + HuggingFace + OpenAI/Claude/DeepSeek. Full MCP support. Local RAG.",agents-frameworks,,662,t,2026-05-21 13:05:20.190293+00
74,smallcode,AI coding agent optimized for small LLMs. Hits 87% benchmark score with only a 4B-active parameter model. Proves you dont need massive models for real coding tasks.,agents-frameworks,https://github.com/Doorman11991/smallcode,1216,t,2026-05-21 13:05:20.187582+00
73,Mirage,"A unified virtual filesystem for AI agents. Gives every agent a consistent file interface regardless of backend. Works with Claude Code, LangChain, OpenAI agents. TypeScript + Python.",agent-infrastructure,,2526,t,2026-05-21 13:05:20.184674+00
72,code-review-graph,Local knowledge graph for Claude Code. Builds a persistent map of your codebase so Claude reads only what matters — 6.8x fewer tokens on reviews and up to 49x on daily coding tasks. 19+ languages. Runs fully local. No API keys.,agent-infrastructure,,17071,t,2026-05-21 13:05:20.180475+00
71,memvid,"Memory layer for AI Agents. Replaces complex RAG pipelines with a serverless, single-file memory layer. Gives agents instant retrieval and long-term memory. Built in Rust.",agent-memory,,15542,t,2026-05-21 12:05:18.069836+00
70,OpenViking,"Open-source context database designed specifically for AI Agents. Unifies management of context (memory, resources, skills) through a file system paradigm with hierarchical context delivery and self-evolving.",agent-infrastructure,,24380,t,2026-05-21 12:05:18.066356+00
69,ECC,"Agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",agent-infrastructure,,188000,t,2026-05-21 12:05:18.062538+00
65,agentmemory,"Persistent memory for AI coding agents based on real-world benchmarks. Records what your agent does during every session, compresses it with AI, injects the right context back when the next session starts. Works with Claude Code, Codex, Cursor, Hermes. 4-layer memory architecture: working, episodic, semantic, procedural. 95.2% retrieval accuracy at top-5 on LongMemEval-S.",agent-memory,,15516,t,2026-05-21 11:36:13.447747+00
68,osaurus,"Native macOS harness for AI agents. Any model, persistent memory, autonomous execution, cryptographic identity. Built in Swift. Fully offline. Open source. MCP compatible.",agent-infrastructure,,5477,t,2026-05-21 11:36:13.447747+00
67,engram,"Persistent memory system for AI coding agents. Agent-agnostic Go binary with SQLite + FTS5, MCP server, HTTP API, CLI, and TUI. No external dependencies — runs as a single binary.",agent-infrastructure,,3681,t,2026-05-21 11:36:13.447747+00
66,MemOS,"Self-evolving memory OS for LLM and AI agents. Ultra-persistent memory, hybrid-retrieval (keyword + vector + graph), and cross-task skill reuse. Claims 35.24% token savings through intelligent memory compression and retrieval.",agent-memory,,9260,t,2026-05-21 11:36:13.447747+00
63,ByteRover CLI,Portable memory layer for autonomous coding agents. Formerly Cipher. Works as MCP server providing persistent context across sessions.,agent-infrastructure,,4769,t,2026-05-21 10:57:53.806356+00
64,cc-sdd (Spec-Driven Development),"Turns approved specs into long-running autonomous implementation. Minimal SDD harness with agent skills for Claude Code, Codex, Cursor, Copilot, Gemini CLI.",agents-frameworks,,3374,t,2026-05-21 10:57:53.806356+00
62,Agent Orchestrator,"Parallel coding agent orchestrator that plans tasks, spawns agents via tmux+git worktrees, and autonomously handles CI fixes, merge conflicts, and code reviews.",agent-infrastructure,,7179,t,2026-05-21 10:57:53.806356+00
25,Sandcastle,"Orchestrate sandboxed coding agents in TypeScript with sandcastle.run() — single API call spins up an isolated agent on Docker, Podman, or Vercel Firecracker microVMs",orchestration,,,t,2026-05-20 00:00:00+00
23,CubeSandbox,"Hardware-isolated sandbox for AI agents built on RustVMM + KVM — boots in under 60ms, uses less than 5MB per instance",infrastructure,,,t,2026-05-20 00:00:00+00
26,"Context Mode — Context Window Optimization for AI Coding Agents (15.5K Stars, HN #1)","Context window optimization for AI coding agents — sandboxes tool output, claims 98% reduction in context usage across 15 platforms",agents,,15467,t,2026-05-20 00:00:00+00
28,"OpenSandbox — Secure, Fast Sandbox Runtime for AI Agents from Alibaba (10.8K Stars)","Secure sandbox runtime for AI agents from Alibaba — extensible plugin architecture for isolation, resource limits, and policy enforcement",infrastructure,,10780,t,2026-05-20 00:00:00+00
29,Microsandbox — Unexploitable Secrets for AI Agents via Hardware-Isolated microVMs (6.2K Stars),"Spins up lightweight VMs in milliseconds. Hardware-level isolation. Rootless, embeddable SDK. Key feature: secrets that can't leak — unexploitable secret keys that never enter the VM. Every other sandbox tries to contain what the agent does. This one prevents what the agent can ever know. Written in Rust. Under 100ms boot time.",infrastructure,,6196,t,2026-05-20 00:00:00+00
30,Memori,"Agent-native memory infrastructure — LLM-agnostic layer that turns agent execution and conversation into structured, persistent state for production systems",agents,,,t,2026-05-20 00:00:00+00
24,Open Multi-Agent,"TypeScript-native multi-agent orchestration — turns a goal into a task DAG automatically, with MCP and live tracing, three runtime dependencies",orchestration,,,t,2026-05-20 00:00:00+00
4,agent-belt,"Reproducible evaluation for AI coding agents — multi-turn scenarios, rich assertions, multi-judge consensus",agents,,,t,2026-05-19 00:00:00+00
3,eval-view,"Regression testing for AI agents — snapshot behavior, diff tool calls, catch regressions in CI",agents,,,t,2026-05-19 00:00:00+00
17,Ruflo,Agent orchestration platform for Claude — deploy multi-agent workflows with a visual builder and structured output routing,orchestration,,54181,t,2026-05-19 00:00:00+00
2,agent-skills-eval,Test runner for agentskills.io-style skills with YAML-based scenarios and LLM judges,agents,,508,t,2026-05-19 00:00:00+00
9,claude-mem,"Persistent context across sessions for coding agents — captures session activity, compresses with AI, injects into future sessions",memory,,77506,t,2026-05-19 00:00:00+00
27,"DeerFlow — ByteDance SuperAgent with Sandboxes, Memory, Skills, Subagents (69K Stars)","Open-source long-horizon SuperAgent by ByteDance that researches, codes, and creates. Uses sandboxes, memories, tools, skills, subagents and message gateway to handle tasks from minutes to hours.",agent_infrastructure,https://github.com/bytedance/deer-flow,69172,t,2026-05-19 00:00:00+00
1,skillgrade,Unit tests for agent skills — run assertions against agent skill outputs the same way you'd test code,agents,,480,t,2026-05-19 00:00:00+00
48,MassGen,"Open-source multi-agent scaling system with TUI — agents work in parallel, vote on best solutions via consensus, with checklist-gated quality rounds",orchestration,,1034,t,2026-05-19 00:00:00+00
22,Cozeloop,"Full-lifecycle agent optimization platform — dev, debug, eval, and monitor agents from a single Go service",infrastructure,,,t,2026-05-19 00:00:00+00
21,Plano,"AI-native proxy and data plane for agentic apps — LLM routing, safety guardrails, orchestration, and observability in one Rust proxy",infrastructure,,,t,2026-05-19 00:00:00+00
20,Warp Oz Multi-Agent Orchestration,"Multi-agent orchestration in Warp's Oz — delegate complex tasks across Claude Code, Codex, and Warp Agent with worktree isolation and message passing",orchestration,,,t,2026-05-19 00:00:00+00
18,pentest-ai,Offensive security MCP server — wraps 205 pentesting tools and 17 specialist agents behind a single MCP interface,security,,268,t,2026-05-19 00:00:00+00
15,Retrieval Routing: vector + GraphRAG + PageIndex,"Production pattern: route queries across vector RAG, GraphRAG, and PageIndex based on query type using a lightweight classifier before retrieval",retrieval,,,t,2026-05-19 00:00:00+00
14,Lapdog (Datadog),"Local agent tracer — traces reasoning and tool calls from Codex, Claude Code, and Pi in real time, no account required",observability,,,t,2026-05-19 00:00:00+00
13,Chrome DevTools MCP,"Official Chrome DevTools exposed as MCP server — lets coding agents inspect, debug, and profile web apps directly",mcp,,,t,2026-05-19 00:00:00+00
12,Context7,Up-to-date code documentation delivered to LLMs and code editors via MCP — solves the stale-doc problem for coding agents,tools,,,t,2026-05-19 00:00:00+00
10,12-Factor Agents,"Engineering principles for building production-grade LLM-powered software — agents as software with LLM steps, not prompt loops",agents,,,t,2026-05-19 00:00:00+00
8,Raindrop Workshop,"Local debugger for AI agents — live streamed traces of every token, tool call, and decision with self-healing eval loops",agents,,665,t,2026-05-19 00:00:00+00
7,TraceFix,Uses TLA+ counterexamples to repair multi-agent LLM coordination protocols before deployment,orchestration,,,t,2026-05-19 00:00:00+00
5,contrabass,Project-level orchestrator for AI coding agents — Go + Charm TUI implementation of OpenAI's Symphony SPEC.md,orchestration,,151,t,2026-05-19 00:00:00+00
