id,title,category,github_stars,url,github_url,description,added_at
322,CVE-2026-26144 — XSS in Excel Hijacks Copilot Agent for Zero-Click Data Exfiltration,agent_security,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2026-26144,,Microsoft patched XSS vulnerability in Excel (CVE-2026-26144) that chains with Copilot Agent to silently exfiltrate spreadsheet data. Zero-click — preview triggers it. Copilot interprets XSS payload as instructions and autonomously sends data externally. CVSS 7.5 but Microsoft rated Critical. Two years ago XSS stole a session cookie. Now it weaponizes an AI agent.,2026-05-23 11:35:02.619481+00
323,PocketOS — AI Agent Deleted Entire Production Database + All Backups in 9 Seconds (Cursor + Claude Opus),agent_security,,https://x.com/pukerrainbrow/status/1924987623741552662,,"Automotive SaaS company PocketOS had their entire production database and all volume-level backups deleted by Cursor AI with Claude Opus 4.6. Nine seconds. No confirmation prompt, no scope restrictions. The agent postmortem: ""I violated every principle I was given. I guessed instead of verifying."" Original post reached 6.5M views. Better prompts would not have stopped it. A gate would have.",2026-05-23 11:35:02.623085+00
326,HASP — Local-First Broker for Managed Secrets in Agent Workflows (433 Stars),agent_security,433,https://github.com/gethasp/hasp,https://github.com/gethasp/hasp,Go-based local-first secrets broker for AI agent workflows. Manages secrets outside agent process memory. Agents never hold credentials directly — secrets brokered on-demand via local service.,2026-05-23 12:04:50.989188+00
327,ship-safe — CLI Security Scanner for the Agentic Era (710 Stars),agent_security,710,https://github.com/asamassekou10/ship-safe,https://github.com/asamassekou10/ship-safe,"CLI tool that detects CI/CD misconfigs, agent permission risks, MCP tool injection, hardcoded secrets, and DMCA-flagged AI dependencies. Built specifically for agentic workflows.",2026-05-23 12:04:50.989188+00
328,AgentGuard — Security Guard for AI Agents with 24 Detection Rules (410 Stars),agent_security,410,https://github.com/GoPlusSecurity/agentguard,https://github.com/GoPlusSecurity/agentguard,"TypeScript security guard that blocks malicious skills, prevents data leaks, protects secrets. Runtime action evaluation and trust registry. 24 built-in detection rules for common agent attack patterns.",2026-05-23 12:04:50.989188+00
329,AWS Secrets Manager Agent — Official AWS Local HTTP Service for Agent Compute (656 Stars),agent_security,656,https://github.com/aws/aws-secretsmanager-agent,https://github.com/aws/aws-secretsmanager-agent,AWS official Rust-based local HTTP service for reading secrets from Secrets Manager with in-memory caching. Designed for compute environments running AI agents.,2026-05-23 12:04:50.989188+00
330,shellfirm — Safety Guardrails for AI Coding Agents and Terminal Commands (912 Stars),agent_security,912,https://github.com/kaplanelad/shellfirm,https://github.com/kaplanelad/shellfirm,"Rust-based safety guardrails that intercept dangerous terminal commands before execution. Works for both AI coding agents and humans. Prevents agents from running destructive commands (rm -rf, DROP TABLE, etc.) by requiring explicit confirmation. MCP-compatible.",2026-05-23 12:35:25.408139+00
331,"CVE-2026-65719 — Critical RCE in kubectl-mcp-server via Command Injection (891 Stars, CNCF Landscape)",agent_security,891,https://github.com/rohitg00/kubectl-mcp-server,https://github.com/rohitg00/kubectl-mcp-server,Critical command injection vulnerability in kubectl-mcp-server allows unauthenticated attackers to execute arbitrary system commands by injecting shell metacharacters into unsanitized input fields. Full host control + potential K8s cluster compromise. Affected: < 1.2.1. Listed in CNCF Landscape.,2026-05-23 12:35:25.411461+00
332,Sponsio — Deterministic Safety Solutions for Probabilistic AI Agents (397 Stars),agent_security,397,https://github.com/SponsioLabs/Sponsio,https://github.com/SponsioLabs/Sponsio,"Open-source deterministic safety layer for AI agents. Intent verification, policy engine, agent harness, runtime safety. Built for OpenClaw skills. Addresses prompt injection, policy drift, and unauthorized actions through provable constraints rather than probabilistic guardrails.",2026-05-23 12:35:25.414154+00
333,Cisco Foundry Security Spec — Open Standard for Agentic AI Security Evaluation (76 Stars),agent_security,76,https://github.com/CiscoDevNet/foundry-security-spec,https://github.com/CiscoDevNet/foundry-security-spec,Cisco DevNet open specification for evaluating and testing agentic AI security. Standardized framework for security assessment of AI agent deployments. First major vendor-backed open standard for agent security testing.,2026-05-23 12:35:25.416444+00
336,Tirith — Terminal Security for AI Agents: Intercepts Malicious Skills Before Execution (2.4K Stars),agent_security,2363,https://github.com/sheeki03/tirith,https://github.com/sheeki03/tirith,"Terminal security for developers and AI agents. Written in Rust. Intercepts homograph URLs, pipe-to-shell, ANSI injection, obfuscated payloads, data exfiltration, and malicious AI skills/configs before they execute. Supply chain security at the terminal layer.",2026-05-23 13:07:31.741626+00
337,CyberStrikeAI — AI-Native Security Testing Platform with 100+ Tools and MCP (3.9K Stars),agent_security,3917,https://github.com/Ed1s0nZ/CyberStrikeAI,https://github.com/Ed1s0nZ/CyberStrikeAI,AI-native security testing platform built in Go. Integrates 100+ security tools. Intelligent orchestration engine. Role-based testing with predefined security roles. Skills system with specialized testing skills. MCP integration. Full lifecycle management.,2026-05-23 13:07:42.407475+00
338,DeepSeek V4-Pro Permanent 75% Cut — Your Attackers Got the Same Discount,agent_security,,https://x.com/dannylivshits/status/2057966201255739561,,"DeepSeek made their 75% V4-Pro price cut permanent. Model runs at 1/35th the cost of Claude Opus 4.7/GPT-5.5. Two implications missed by most: (1) agent economics flip — autonomous code review, continuous monitoring, document triage now cost cents per task, (2) attackers got the same discount. Generating prompt injection corpora at scale, fuzzing jailbreaks, personalized phishing, vuln triage on stolen repos all run at the new price. Red team and attack economics are the same equation. One side files compliance paperwork. The other does not. Plus jurisdiction risk: V4-Pro hosts in China, Article 7 compels data sharing. A model swap in agent tools is a single config line.",2026-05-23 13:37:11.518248+00
